le,x,y,pol
6928,16,54,0
8716,12,68,0
11192,56,87,0
16836,68,3,1
24637,61,64,1
4105,9,32,0
29274,90,100,1
9351,7,73,0
5562,58,43,0
9971,115,77,0
19457,1,24,1
20424,72,31,1
23037,125,51,1
1222,70,9,0
26876,124,81,1
4368,16,34,0
19080,8,21,1
30700,108,111,1
12602,58,98,0
27048,40,83,1
27814,38,89,1
25921,65,74,1
24256,64,61,1
6201,57,48,0
24895,63,66,1
30069,117,106,1
8719,15,68,0
9458,114,73,0
18219,43,14,1
13434,122,104,0
12479,63,97,0
17288,8,7,1
20670,62,33,1
17926,6,12,1
21181,61,37,1
8393,73,65,0
25412,68,70,1
9148,60,71,0
325,69,2,0
361,105,2,0
24892,60,66,1
22839,55,50,1
19585,1,25,1
19585,1,25,1
9354,10,73,0
23542,118,55,1
4878,14,38,0
27206,70,84,1
7684,4,60,0
23805,125,57,1
20920,56,35,1
14239,31,111,0
8701,125,67,0
11641,121,90,0
20729,121,33,1
13886,62,108,0
19843,3,27,1
19074,2,21,1
8444,124,65,0
7740,60,60,0
8950,118,69,0
3338,10,26,0
12787,115,99,0
30647,55,111,1
24571,123,63,1
28859,59,97,1
8845,13,69,0
18179,3,14,1
17480,72,8,1
21178,58,37,1
7974,38,62,0
9233,17,72,0
11768,120,91,0
25795,67,73,1
13307,123,103,0
10257,17,80,0
322,66,2,0
19325,125,22,1
9481,9,74,0
29833,9,105,1
30652,60,111,1
24057,121,59,1
19514,58,24,1
18946,2,20,1
6286,14,49,0
2876,60,22,0
27875,99,89,1
28922,122,97,1
3895,55,30,0
5922,34,46,0
8976,16,70,0
29944,120,105,1
29244,60,100,1
30519,55,110,1
6152,8,48,0
26691,67,80,1
24248,56,61,1
22214,70,45,1
7556,4,59,0
28538,122,94,1
17796,4,11,1
23750,70,57,1
10233,121,79,0
9600,0,75,0
18575,15,17,1
1210,58,9,0
25722,122,72,1
7181,13,56,0
18314,10,15,1
13887,63,108,0
24315,123,61,1
10619,123,82,0
14327,119,111,0
28606,62,95,1
17923,3,12,1
11245,109,87,0
13011,83,101,0
9349,5,73,0
25464,120,70,1
30454,118,109,1
11316,52,88,0
18058,10,13,1
4157,61,32,0
13281,97,103,0
29174,118,99,1
13052,124,101,0
18462,30,16,1
26811,59,81,1
26039,55,75,1
3772,60,29,0
9576,104,74,0
29506,66,102,1
25891,35,74,1
18576,16,17,1
13287,103,103,0
22983,71,51,1
24518,70,63,1
25866,10,74,1
7050,10,55,0
24508,60,63,1
2951,7,23,0
12793,121,99,0
7108,68,55,0
4033,65,31,0
9209,121,71,0
23998,62,59,1
13431,119,104,0
28156,124,91,1
27829,53,89,1
5751,119,44,0
28665,121,95,1
20089,121,28,1
7687,7,60,0
30704,112,111,1
17541,5,9,1
19527,71,24,1
21418,42,39,1
11060,52,86,0
17408,0,8,1
20808,72,34,1
29751,55,104,1
23497,73,55,1
17670,6,10,1
20799,63,34,1
6206,62,48,0
6158,14,48,0
9348,4,73,0
11424,32,89,0
9669,69,75,0
25958,102,74,1
8717,13,68,0
17930,10,12,1
27255,119,84,1
18690,2,18,1
29864,40,105,1
17927,7,12,1
17411,3,8,1
14202,122,110,0
22982,70,51,1
10079,95,78,0
19521,65,24,1
10247,7,80,0
27260,124,84,1
9078,118,70,0
3512,56,27,0
7100,60,55,0
7287,119,56,0
20989,125,35,1
18180,4,14,1
22077,61,44,1
24886,54,66,1
11194,58,87,0
19328,0,23,1
5952,64,46,0
30188,108,107,1
24121,57,60,1
28903,103,97,1
22985,73,51,1
25765,37,73,1
6925,13,54,0
9344,0,73,0
28662,118,95,1
24633,57,64,1
8189,125,63,0
10491,123,81,0
28360,72,93,1
13395,83,104,0
2832,16,22,0
25386,42,70,1
6326,54,49,0
23107,67,52,1
21928,40,43,1
27174,38,84,1
3718,6,29,0
19888,48,27,1
12732,60,99,0
5942,54,46,0
26613,117,79,1
30696,104,111,1
9095,7,71,0
23366,70,54,1
26621,125,79,1
10809,57,84,0
26365,125,77,1
30395,59,109,1
19528,72,24,1
27324,60,85,1
20009,41,28,1
12664,120,98,0
26234,122,76,1
20096,0,29,1
29805,109,104,1
14137,57,110,0
8956,124,69,0
12659,115,98,0
28454,38,94,1
1211,59,9,0
6793,9,53,0
28859,59,97,1
8707,3,68,0
19202,2,22,1
24621,45,64,1
17647,111,9,1
12374,86,96,0
6418,18,50,0
26766,14,81,1
10507,11,82,0
26678,54,80,1
14264,56,111,0
2873,57,22,0
7053,13,55,0
7489,65,58,0
18666,106,17,1
12792,120,99,0
8885,53,69,0
17929,9,12,1
5518,14,43,0
24061,125,59,1
21638,6,41,1
19074,2,21,1
8888,56,69,0
13049,121,101,0
12985,57,101,0
29146,90,99,1
13886,62,108,0
8993,33,70,0
8060,124,62,0
28963,35,98,1
24827,123,65,1
9971,115,77,0
23103,63,52,1
30007,55,106,1
7316,20,57,0
17667,3,10,1
14141,61,110,0
24509,61,63,1
8451,3,66,0
13267,83,103,0
3256,56,25,0
29814,118,104,1
7300,4,57,0
14166,86,110,0
13306,122,103,0
18051,3,13,1
9332,116,72,0
10235,123,79,0
25794,66,73,1
29683,115,103,1
13562,122,105,0
18090,42,13,1
25762,34,73,1
22598,70,48,1
6542,14,51,0
5519,15,43,0
10343,103,80,0
3856,16,30,0
11958,54,93,0
30260,52,108,1
13434,122,104,0
14333,125,111,0
27836,60,89,1
22702,46,49,1
6916,4,54,0
9465,121,73,0
1471,63,11,0
13107,51,102,0
13180,124,102,0
12920,120,100,0
8567,119,66,0
8984,24,70,0
6029,13,47,0
25926,70,74,1
9451,107,73,0
12474,58,97,0
25944,88,74,1
25338,122,69,1
9970,114,77,0
29502,62,102,1
21179,59,37,1
9851,123,76,0
23106,66,52,1
18562,2,17,1
17594,58,9,1
10103,119,78,0
11198,62,87,0
10784,32,84,0
17795,3,11,1
14018,66,109,0
30704,112,111,1
13425,113,104,0
20481,1,32,1
22269,125,45,1
21382,6,39,1
9340,124,72,0
4670,62,36,0
11735,87,91,0
13779,83,107,0
29303,119,100,1
18308,4,15,1
29300,116,100,1
30393,57,109,1
9090,2,71,0
20032,64,28,1
21510,6,40,1
9606,6,75,0
8329,9,65,0
23852,44,58,1
19585,1,25,1
9216,0,72,0
28838,38,97,1
17546,10,9,1
6084,68,47,0
29091,35,99,1
9734,6,76,0
6286,14,49,0
29047,119,98,1
29993,41,106,1
3236,36,25,0
30189,109,107,1
28548,4,95,1
28150,118,91,1
18314,10,15,1
7432,8,58,0
24106,42,60,1
30279,71,108,1
5509,5,43,0
21319,71,38,1
24315,123,61,1
9229,13,72,0
18238,62,14,1
20679,71,33,1
14225,17,111,0
25466,122,70,1
6901,117,53,0
11063,55,86,0
20231,7,30,1
14202,122,110,0
5623,119,43,0
1987,67,15,0
19527,71,24,1
29177,121,99,1
13809,113,107,0
19273,73,22,1
23878,70,58,1
20664,56,33,1
9209,121,71,0
8385,65,65,0
21177,57,37,1
17928,8,12,1
9424,80,73,0
11196,60,87,0
6788,4,53,0
23032,120,51,1
19075,3,21,1
28284,124,92,1
30504,40,110,1
26082,98,75,1
9094,6,71,0
28527,111,94,1
322,66,2,0
25083,123,67,1
29505,65,102,1
7694,14,60,0
10989,109,85,0
18824,8,19,1
22071,55,44,1
20538,58,32,1
17608,72,9,1
24611,35,64,1
28734,62,96,1
16877,109,3,1
13268,84,103,0
9989,5,78,0
11020,12,86,0
30573,109,110,1
29568,0,103,1
25539,67,71,1
29364,52,101,1
4983,119,38,0
5249,1,41,0
24060,124,59,1
9223,7,72,0
12852,52,100,0
19271,71,22,1
3599,15,28,0
17552,16,9,1
9221,5,72,0
23596,44,56,1
24261,69,61,1
1244,92,9,0
8763,59,68,0
24964,4,67,1
1358,78,10,0
27736,88,88,1
18297,121,14,1
10255,15,80,0
6164,20,48,0
30708,116,111,1
1091,67,8,0
12611,67,98,0
21241,121,37,1
22533,5,48,1
18661,101,17,1
28094,62,91,1
6413,13,50,0
10226,114,79,0
30188,108,107,1
12990,62,101,0
19713,1,26,1
18062,14,13,1
26201,89,76,1
19201,1,22,1
29031,103,98,1
3768,56,29,0
6158,14,48,0
20487,7,32,1
7925,117,61,0
25788,60,73,1
20293,69,30,1
11837,61,92,0
8660,84,67,0
21501,125,39,1
9632,32,75,0
26301,61,77,1
26076,92,75,1
19329,1,23,1
13748,52,107,0
24133,69,60,1
4617,9,36,0
21191,71,37,1
28596,52,95,1
13886,62,108,0
7674,122,59,0
3135,63,24,0
18446,14,16,1
12229,69,95,0
30395,59,109,1
7350,54,57,0
22970,58,51,1
18309,5,15,1
8720,16,68,0
8097,33,63,0
12739,67,99,0
28537,121,94,1
23107,67,52,1
13692,124,106,0
8953,121,69,0
28195,35,92,1
8707,3,68,0
29046,118,98,1
28892,92,97,1
28283,123,92,1
12426,10,97,0
26300,60,77,1
5896,8,46,0
8897,65,69,0
30140,60,107,1
19080,8,21,1
13885,61,108,0
29174,118,99,1
29634,66,103,1
25384,40,70,1
11066,58,86,0
11956,52,93,0
12858,58,100,0
4623,15,36,0
13169,113,102,0
18185,9,14,1
11071,63,86,0
3770,58,29,0
8001,65,62,0
9484,12,74,0
22397,125,46,1
7057,17,55,0
28763,91,96,1
7992,56,62,0
13909,85,108,0
29034,106,98,1
9295,79,72,0
5444,68,42,0
8076,12,63,0
22532,4,48,1
5060,68,39,0
8003,67,62,0
21632,0,41,1
21547,43,40,1
4239,15,33,0
6152,8,48,0
4230,6,33,0
17928,8,12,1
30067,115,106,1
25594,122,71,1
24389,69,62,1
29429,117,101,1
6461,61,50,0
30572,108,110,1
28260,100,92,1
6518,118,50,0
21117,125,36,1
13267,83,103,0
3065,121,23,0
13306,122,103,0
14292,84,111,0
9275,59,72,0
24896,64,66,1
10168,56,79,0
12793,121,99,0
24254,62,61,1
12517,101,97,0
24796,92,65,1
25667,67,72,1
24440,120,62,1
17667,3,10,1
28034,2,91,1
7555,3,59,0
2494,62,19,0
29243,59,100,1
17724,60,10,1
2873,57,22,0
22855,71,50,1
11577,57,90,0
9659,59,75,0
27704,56,88,1
9371,27,73,0
20795,59,34,1
18059,11,13,1
6669,13,52,0
27892,116,89,1
12211,51,95,0
11629,109,90,0
17166,14,6,1
26816,64,81,1
21254,6,38,1
28859,59,97,1
24060,124,59,1
18179,3,14,1
3600,16,28,0
24354,34,62,1
8381,61,65,0
5570,66,43,0
23716,36,57,1
30610,18,111,1
9736,8,76,0
6988,76,54,0
7488,64,58,0
10420,52,81,0
4676,68,36,0
4751,15,37,0
18435,3,16,1
24518,70,63,1
29357,45,101,1
29558,118,102,1
10555,59,82,0
9526,54,74,0
11416,24,89,0
6673,17,52,0
4361,9,34,0
25597,125,71,1
10491,123,81,0
30697,105,111,1
9986,2,78,0
14201,121,110,0
9712,112,75,0
6798,14,53,0
5942,54,46,0
13651,83,106,0
23870,62,58,1
6456,56,50,0
6660,4,52,0
9847,119,76,0
21559,55,40,1
7875,67,61,0
9298,82,72,0
4670,62,36,0
11958,54,93,0
30190,110,107,1
26039,55,75,1
24497,49,63,1
10465,97,81,0
13929,105,108,0
27573,53,87,1
13269,85,103,0
10733,109,83,0
10482,114,81,0
18188,12,14,1
18447,15,16,1
27831,55,89,1
22400,0,47,1
20019,51,28,1
30017,65,106,1
13423,111,104,0
27640,120,87,1
27643,123,87,1
16832,64,3,1
19112,40,21,1
24315,123,61,1
30579,115,110,1
12991,63,101,0
27324,60,85,1
18576,16,17,1
17726,62,10,1
9461,117,73,0
9140,52,71,0
19832,120,26,1
27254,118,84,1
21687,55,41,1
18651,91,17,1
9529,57,74,0
28283,123,92,1
2877,61,22,0
23032,120,51,1
22073,57,44,1
16778,10,3,1
21754,122,41,1
17913,121,11,1
9217,1,72,0
29017,89,98,1
17798,6,11,1
3599,15,28,0
29949,125,105,1
19386,58,23,1
5623,119,43,0
2439,7,19,0
21675,43,41,1
25284,68,69,1
28890,90,97,1
6159,15,48,0
23238,70,53,1
9078,118,70,0
5433,57,42,0
19975,7,28,1
30644,52,111,1
9096,8,71,0
3777,65,29,0
24898,66,66,1
13395,83,104,0
11008,0,86,0
13747,51,107,0
2422,118,18,0
26677,53,80,1
24955,123,66,1
17721,57,10,1
28153,121,91,1
10180,68,79,0
9524,52,74,0
18434,2,16,1
30701,109,111,1
21497,121,39,1
12473,57,97,0
12729,57,99,0
23940,4,59,1
21633,1,41,1
11756,108,91,0
27703,55,88,1
20289,65,30,1
24996,36,67,1
5395,19,42,0
14137,57,110,0
29821,125,104,1
6927,15,54,0
29111,55,99,1
12402,114,96,0
10654,30,83,0
30066,114,106,1
25787,59,73,1
14194,114,110,0
13250,66,103,0
30451,115,109,1
26229,117,76,1
8640,64,67,0
8693,117,67,0
18318,14,15,1
16830,62,3,1
13523,83,105,0
17342,62,7,1
19457,1,24,1
3776,64,29,0
7188,20,56,0
9099,11,71,0
25335,119,69,1
6532,4,51,0
8438,118,65,0
4233,9,33,0
14329,121,111,0
17922,2,12,1
29273,89,100,1
30708,116,111,1
14065,113,109,0
12610,66,98,0
10383,15,81,0
21510,6,40,1
21753,121,41,1
23994,58,59,1
6261,117,48,0
27319,55,85,1
25027,67,67,1
29693,125,103,1
29243,59,100,1
24827,123,65,1
8844,12,69,0
12595,51,98,0
1116,92,8,0
20984,120,35,1
17802,10,11,1
29728,32,104,1
26685,61,80,1
9088,0,71,0
13288,104,103,0
20291,67,30,1
22954,42,51,1
4087,119,31,0
23225,57,53,1
30518,54,110,1
23045,5,52,1
3343,15,26,0
13810,114,107,0
28859,59,97,1
25918,62,74,1
26686,62,80,1
24490,42,63,1
23695,15,57,1
25725,125,72,1
21932,44,43,1
29995,43,106,1
9301,85,72,0
20483,3,32,1
5645,13,44,0
12354,66,96,0
30408,72,109,1
22012,124,43,1
11642,122,90,0
7605,53,59,0
18684,124,17,1
29943,119,105,1
10174,62,79,0
11019,11,86,0
28983,55,98,1
29813,117,104,1
23595,43,56,1
10173,61,79,0
28084,52,91,1
13892,68,108,0
12994,66,101,0
12991,63,101,0
13432,120,104,0
30060,108,106,1
7994,58,62,0
22396,124,46,1
20985,121,35,1
12861,61,100,0
6464,64,50,0
8714,10,68,0
25003,43,67,1
9229,13,72,0
22979,67,51,1
14191,111,110,0
5111,119,39,0
20027,59,28,1
10167,55,79,0
11935,31,93,0
3979,11,31,0
28485,69,94,1
20354,2,31,1
9354,10,73,0
29429,117,101,1
24894,62,66,1
1982,62,15,0
20480,0,32,1
7542,118,58,0
24249,57,61,1
18959,15,20,1
22524,124,47,1
9356,12,73,0
19577,121,24,1
26786,34,81,1
13145,89,102,0
18862,46,19,1
29882,58,105,1
22076,60,44,1
23366,70,54,1
21752,120,41,1
11964,60,93,0
30069,117,106,1
28537,121,94,1
8072,8,63,0
18051,3,13,1
20221,125,29,1
7354,58,57,0
20998,6,36,1
13748,52,107,0
14202,122,110,0
17785,121,10,1
6158,14,48,0
28216,56,92,1
20801,65,34,1
1242,90,9,0
17280,0,7,1
23552,0,56,1
24512,64,63,1
10252,12,80,0
9480,8,74,0
11587,67,90,0
2757,69,21,0
10476,108,81,0
21546,42,40,1
17281,1,7,1
9481,9,74,0
10572,76,82,0
2960,16,23,0
9351,7,73,0
28981,53,98,1
11315,51,88,0
1092,68,8,0
8825,121,68,0
22776,120,49,1
20792,56,34,1
28470,54,94,1
17603,67,9,1
21632,0,41,1
24324,4,62,1
30580,116,110,1
9224,8,72,0
13981,29,109,0
20092,124,28,1
20092,124,28,1
26683,59,80,1
5819,59,45,0
9324,108,72,0
325,69,2,0
30263,55,108,1
4029,61,31,0
8456,8,66,0
23160,120,52,1
7437,13,58,0
7873,65,61,0
7201,33,56,0
29045,117,98,1
30453,117,109,1
11963,59,93,0
13146,90,102,0
20993,1,36,1
30061,109,106,1
18732,44,18,1
27899,123,89,1
10098,114,78,0
24065,1,60,1
6801,17,53,0
30189,109,107,1
13890,66,108,0
6467,67,50,0
26970,90,82,1
11886,110,92,0
28724,52,96,1
29116,60,99,1
30060,108,106,1
28073,41,91,1
9183,95,71,0
11059,51,86,0
22908,124,50,1
22315,43,46,1
23597,45,56,1
12864,64,100,0
5367,119,41,0
25921,65,74,1
3727,15,29,0
24068,4,60,1
9099,11,71,0
9594,122,74,0
10880,0,85,0
26295,55,77,1
9078,118,70,0
11350,86,88,0
20284,60,30,1
17852,60,11,1
2360,56,18,0
23800,120,57,1
7163,123,55,0
29173,117,99,1
30187,107,107,1
24261,69,61,1
8634,58,67,0
18569,9,17,1
17538,2,9,1
29272,88,100,1
4982,118,38,0
20543,63,32,1
6461,61,50,0
21373,125,38,1
2373,69,18,0
26539,43,79,1
29565,125,102,1
11063,55,86,0
29178,122,99,1
24442,122,62,1
20870,6,35,1
8119,55,63,0
13424,112,104,0
17427,19,8,1
25793,65,73,1
8257,65,64,0
21126,6,37,1
4471,119,34,0
21431,55,39,1
24488,40,63,1
25922,66,74,1
17928,8,12,1
8763,59,68,0
30707,115,111,1
13342,30,104,0
17930,10,12,1
28410,122,93,1
3343,15,26,0
4111,15,32,0
5125,5,40,0
21254,6,38,1
23222,54,53,1
9411,67,73,0
26229,117,76,1
10103,119,78,0
3855,15,30,0
29939,115,105,1
25903,47,74,1
12267,107,95,0
9140,52,71,0
25794,66,73,1
26492,124,78,1
23932,124,58,1
7414,118,57,0
10170,58,79,0
18194,18,14,1
21177,57,37,1
9485,13,74,0
30012,60,106,1
8956,124,69,0
17810,18,11,1
13648,80,106,0
17090,66,5,1
10749,125,83,0
28794,122,96,1
12392,104,96,0
25148,60,68,1
26489,121,78,1
24194,2,61,1
24896,64,66,1
10563,67,82,0
16899,3,4,1
13689,121,106,0
13538,98,105,0
20615,7,33,1
22905,121,50,1
24489,41,63,1
5485,109,42,0
12852,52,100,0
5174,54,40,0
13885,61,108,0
18051,3,13,1
18188,12,14,1
6519,119,50,0
4131,35,32,0
7994,58,62,0
13122,66,102,0
8072,8,63,0
4671,63,36,0
7309,13,57,0
1757,93,13,0
30444,108,109,1
30397,61,109,1
20220,124,29,1
4617,9,36,0
23496,72,55,1
20536,56,32,1
8697,121,67,0
9657,57,75,0
25210,122,68,1
7573,21,59,0
30006,54,106,1
29030,102,98,1
27318,54,85,1
18500,68,16,1
28789,117,96,1
13168,112,102,0
18110,62,13,1
14137,57,110,0
10686,62,83,0
9615,15,75,0
3653,69,28,0
24255,63,61,1
21800,40,42,1
9227,11,72,0
21830,70,42,1
24826,122,65,1
29369,57,101,1
4494,14,35,0
25603,3,72,1
29309,125,100,1
26804,52,81,1
24506,58,63,1
11331,67,88,0
8326,6,65,0
4727,119,36,0
22585,57,48,1
12683,11,99,0
1087,63,8,0
28902,102,97,1
29301,117,100,1
27946,42,90,1
28836,36,97,1
26683,59,80,1
18561,1,17,1
1086,62,8,0
26857,105,81,1
20011,43,28,1
7949,13,62,0
9225,9,72,0
20282,58,30,1
23673,121,56,1
29368,56,101,1
17541,5,9,1
25970,114,74,1
1080,56,8,0
7350,54,57,0
13397,85,104,0
26100,116,75,1
21116,124,36,1
28201,41,92,1
20993,1,36,1
25791,63,73,1
22947,35,51,1
2679,119,20,0
26172,60,76,1
28987,59,98,1
11072,64,86,0
28350,62,93,1
19705,121,25,1
29804,108,104,1
29826,2,105,1
25418,74,70,1
14332,124,111,0
10945,65,85,0
13490,50,105,0
19585,1,25,1
26150,38,76,1
8982,22,70,0
11073,65,86,0
28925,125,97,1
12786,114,99,0
8372,52,65,0
8955,123,69,0
6797,13,53,0
26790,38,81,1
30460,124,109,1
10051,67,78,0
10557,61,82,0
17600,64,9,1
315,59,2,0
9092,4,71,0
9018,58,70,0
7555,3,59,0
7544,120,58,0
8216,24,64,0
24899,67,66,1
30700,108,111,1
11962,58,93,0
12702,30,99,0
28921,121,97,1
26946,66,82,1
26178,66,76,1
22925,13,51,1
11220,84,87,0
9279,63,72,0
3574,118,27,0
13779,83,107,0
9460,116,73,0
29990,38,106,1
24764,60,65,1
17576,40,9,1
17795,3,11,1
6837,53,53,0
29556,116,102,1
29627,59,103,1
11001,121,85,0
25149,61,68,1
12664,120,98,0
9663,63,75,0
24214,22,61,1
9457,113,73,0
1985,65,15,0
18187,11,14,1
27042,34,83,1
5658,26,44,0
11834,58,92,0
29174,118,99,1
8001,65,62,0
29050,122,98,1
20352,0,31,1
22528,0,48,1
24954,122,66,1
27196,60,84,1
17800,8,11,1
6413,13,50,0
22459,59,47,1
18609,49,17,1
9314,98,72,0
9660,60,75,0
14205,125,110,0
18320,16,15,1
6404,4,50,0
4366,14,34,0
28797,125,96,1
10086,102,78,0
8016,80,62,0
4259,35,33,0
26745,121,80,1
3831,119,29,0
7695,15,60,0
23614,62,56,1
26875,123,81,1
5774,14,45,0
27818,42,89,1
5268,20,41,0
17412,4,8,1
29863,39,105,1
12791,119,99,0
20269,45,30,1
27323,59,85,1
12658,114,98,0
13944,120,108,0
7328,32,57,0
20608,0,33,1
8628,52,67,0
8587,11,67,0
18062,14,13,1
21187,67,37,1
3447,119,26,0
17283,3,7,1
13175,119,102,0
13552,112,105,0
13146,90,102,0
8965,5,70,0
6669,13,52,0
11244,108,87,0
13395,83,104,0
21893,5,43,1
13762,66,107,0
1243,91,9,0
23358,62,54,1
5176,56,40,0
13141,85,102,0
19884,44,27,1
30263,55,108,1
13368,56,104,0
29949,125,105,1
7427,3,58,0
6908,124,53,0
9292,76,72,0
18111,63,13,1
12146,114,94,0
8465,17,66,0
30329,121,108,1
6551,23,51,0
11506,114,89,0
17672,8,10,1
30069,117,106,1
10231,119,79,0
17160,8,6,1
8715,11,68,0
9975,119,77,0
29932,108,105,1
10988,108,85,0
24773,69,65,1
9796,68,76,0
28792,120,96,1
21632,0,41,1
12278,118,95,0
9992,8,78,0
24511,63,63,1
13050,122,101,0
28145,113,91,1
24877,45,66,1
27735,87,88,1
29499,59,102,1
30391,55,109,1
23872,64,58,1
18552,120,16,1
7926,118,61,0
25591,119,71,1
19385,57,23,1
8582,6,67,0
9668,68,75,0
13174,118,102,0
27525,5,87,1
27382,118,85,1
17669,5,10,1
14162,82,110,0
11129,121,86,0
11448,56,89,0
21175,55,37,1
13178,122,102,0
21290,42,38,1
23865,57,58,1
12480,64,97,0
28664,120,95,1
26804,52,81,1
7946,10,62,0
14264,56,111,0
22138,122,44,1
30650,58,111,1
13047,119,101,0
25404,60,70,1
8971,11,70,0
13295,111,103,0
9738,10,76,0
7043,3,55,0
8960,0,70,0
13246,62,103,0
10590,94,82,0
12608,64,98,0
27578,58,87,1
28029,125,90,1
320,64,2,0
28532,116,94,1
28713,41,96,1
17608,72,9,1
8199,7,64,0
13214,30,103,0
17803,11,11,1
28763,91,96,1
24698,122,64,1
9479,7,74,0
23726,46,57,1
29509,69,102,1
7570,18,59,0
26273,33,77,1
29628,60,103,1
6711,55,52,0
30532,68,110,1
26169,57,76,1
24485,37,63,1
8635,59,67,0
6645,117,51,0
25790,62,73,1
7902,94,61,0
11086,78,86,0
6793,9,53,0
2999,55,23,0
11402,10,89,0
18319,15,15,1
13284,100,103,0
11063,55,86,0
9313,97,72,0
6286,14,49,0
29381,69,101,1
23081,41,52,1
1094,70,8,0
18706,18,18,1
19262,62,22,1
30189,109,107,1
5252,4,41,0
6672,16,52,0
6460,60,50,0
26689,65,80,1
17289,9,7,1
20608,0,33,1
21501,125,39,1
3983,15,31,0
28258,98,92,1
8821,117,68,0
20856,120,34,1
21425,49,39,1
14018,66,109,0
6798,14,53,0
12657,113,98,0
18433,1,16,1
2744,56,21,0
1987,67,15,0
26356,116,77,1
2238,62,17,0
29860,36,105,1
20993,1,36,1
8182,118,63,0
9206,118,71,0
20353,1,31,1
22179,35,45,1
9614,14,75,0
5438,62,42,0
29374,62,101,1
4471,119,34,0
13584,16,106,0
27703,55,88,1
24643,67,64,1
22454,54,47,1
1087,63,8,0
9158,70,71,0
21169,49,37,1
23297,1,54,1
28257,97,92,1
28454,38,94,1
9321,105,72,0
17930,10,12,1
21248,0,38,1
21318,70,38,1
28794,122,96,1
28902,102,97,1
9560,88,74,0
12603,59,98,0
28157,125,91,1
10877,125,84,0
26434,66,78,1
28413,125,93,1
10947,67,85,0
13650,82,106,0
10965,85,85,0
25405,61,70,1
29996,44,106,1
21050,58,36,1
8952,120,69,0
1789,125,13,0
9974,118,77,0
8587,11,67,0
25895,39,74,1
5239,119,40,0
8955,123,69,0
25348,4,70,1
9731,3,76,0
9467,123,73,0
7797,117,60,0
19520,64,24,1
17538,2,9,1
14271,63,111,0
9842,114,76,0
7327,31,57,0
3068,124,23,0
3959,119,30,0
6029,13,47,0
30060,108,106,1
24133,69,60,1
26293,53,77,1
6965,53,54,0
20861,125,34,1
28481,65,94,1
6261,117,48,0
8719,15,68,0
6135,119,47,0
20352,0,31,1
24380,60,62,1
13434,122,104,0
3855,15,30,0
10753,1,84,0
13048,120,101,0
8828,124,68,0
23486,62,55,1
13763,67,107,0
22400,0,47,1
19320,120,22,1
13364,52,104,0
27194,58,84,1
22951,39,51,1
13423,111,104,0
9100,12,71,0
5518,14,43,0
29603,35,103,1
8949,117,69,0
9090,2,71,0
6463,63,50,0
2237,61,17,0
7735,55,60,0
7947,11,62,0
7670,118,59,0
27366,102,85,1
30522,58,110,1
18688,0,18,1
26612,116,79,1
29045,117,98,1
25148,60,68,1
11331,67,88,0
12791,119,99,0
12601,57,98,0
3386,58,26,0
12402,114,96,0
22572,44,48,1
27428,36,86,1
28579,35,95,1
21190,70,37,1
7359,63,57,0
21680,48,41,1
6407,7,50,0
19655,71,25,1
22952,40,51,1
5954,66,46,0
30575,111,110,1
9795,67,76,0
29016,88,98,1
26617,121,79,1
4536,56,35,0
9301,85,72,0
22981,69,51,1
7232,64,56,0
12082,50,94,0
19449,121,23,1
20288,64,30,1
19200,0,22,1
8053,117,62,0
25654,54,72,1
7055,15,55,0
28723,51,96,1
5432,56,42,0
14096,16,110,0
21504,0,40,1
12022,118,93,0
17282,2,7,1
10610,114,82,0
28655,111,95,1
13047,119,101,0
26681,57,80,1
29272,88,100,1
29685,117,103,1
30445,109,109,1
24488,40,63,1
30339,3,109,1
26550,54,79,1
5430,54,42,0
30645,53,111,1
30125,45,107,1
18320,16,15,1
10621,125,82,0
30059,107,106,1
10102,118,78,0
30578,114,110,1
8020,84,62,0
13422,110,104,0
28280,120,92,1
18434,2,16,1
28921,121,97,1
20670,62,33,1
6124,108,47,0
29504,64,102,1
21954,66,43,1
12658,114,98,0
14201,121,110,0
28920,120,97,1
19072,0,21,1
13145,89,102,0
17668,4,10,1
9144,56,71,0
30267,59,108,1
17164,12,6,1
24765,61,65,1
26815,63,81,1
8864,32,69,0
17539,3,9,1
24483,35,63,1
12865,65,100,0
17802,10,11,1
29500,60,102,1
24119,55,60,1
25362,18,70,1
22600,72,48,1
9623,23,75,0
7738,58,60,0
28755,83,96,1
6968,56,54,0
28029,125,90,1
11579,59,90,0
19642,58,25,1
11954,50,93,0
18562,2,17,1
8970,10,70,0
11151,15,87,0
6796,12,53,0
25656,56,72,1
30444,108,109,1
18968,24,20,1
11133,125,86,0
28149,117,91,1
17801,9,11,1
7698,18,60,0
29494,54,102,1
8972,12,70,0
27808,32,89,1
9171,83,71,0
28219,59,92,1
7362,66,57,0
24389,69,62,1
12278,118,95,0
24187,123,60,1
17595,59,9,1
9601,1,75,0
6944,32,54,0
13147,91,102,0
13305,121,103,0
29045,117,98,1
3388,60,26,0
7610,58,59,0
11093,85,86,0
27553,33,87,1
28019,115,90,1
27690,42,88,1
13153,97,102,0
6715,59,52,0
21062,70,36,1
12530,114,97,0
6151,7,48,0
21414,38,39,1
23365,69,54,1
2372,68,18,0
27834,58,89,1
25400,56,70,1
27241,105,84,1
13122,66,102,0
20604,124,32,1
5177,57,40,0
29706,10,104,1
20806,70,34,1
26432,64,78,1
9974,118,77,0
