le,x,y,pol
472,88,3,0
28847,47,97,1
28784,112,96,1
12063,31,94,0
29029,101,98,1
9028,68,70,0
25911,55,74,1
9790,62,76,0
29938,114,105,1
3533,77,27,0
14240,32,111,0
28622,78,95,1
11086,78,86,0
25181,93,68,1
13921,97,108,0
28793,121,96,1
4427,75,34,0
29925,101,105,1
7290,122,56,0
13889,65,108,0
25269,53,69,1
21186,66,37,1
22025,9,44,1
13838,14,108,0
14067,115,109,0
23867,59,58,1
13283,99,103,0
28338,50,93,1
9919,63,77,0
2029,109,15,0
13870,46,108,0
17113,89,5,1
25921,65,74,1
26618,122,79,1
28285,125,92,1
10998,118,85,0
27309,45,85,1
28755,83,96,1
21533,29,40,1
26798,46,81,1
29683,115,103,1
26305,65,77,1
19527,71,24,1
22032,16,44,1
875,107,6,0
21577,73,40,1
26991,111,82,1
13589,21,106,0
28007,103,90,1
4296,72,33,0
11317,53,88,0
25969,113,74,1
22024,8,44,1
12003,99,93,0
26234,122,76,1
30523,59,110,1
8862,30,69,0
7610,58,59,0
13642,74,106,0
11934,30,93,0
22533,5,48,1
28820,20,97,1
24521,73,63,1
6600,72,51,0
26481,113,78,1
16970,74,4,1
21637,5,41,1
19790,78,26,1
3402,74,26,0
28517,101,94,1
13301,117,103,0
9764,36,76,0
16720,80,2,1
26100,116,75,1
21255,7,38,1
21636,4,41,1
13713,17,107,0
30670,78,111,1
19922,82,27,1
28753,81,96,1
25434,90,70,1
10688,64,83,0
27053,45,83,1
14228,20,111,0
30471,7,110,1
978,82,7,0
22065,49,44,1
20764,28,34,1
14243,35,111,0
10161,49,79,0
11762,114,91,0
29538,98,102,1
14251,43,111,0
13849,25,108,0
27574,54,87,1
23479,55,55,1
12977,49,101,0
2952,8,23,0
24392,72,62,1
27316,52,85,1
22026,10,44,1
24630,54,64,1
17360,80,7,1
25656,56,72,1
29290,106,100,1
14170,90,110,0
10422,54,81,0
21766,6,42,1
10305,65,80,0
5952,64,46,0
23307,11,54,1
14308,100,111,0
14037,85,109,0
26415,47,78,1
2424,120,18,0
23234,66,53,1
6781,125,52,0
12660,116,98,0
14032,80,109,0
12312,24,96,0
26363,123,77,1
11171,35,87,0
28091,59,91,1
10423,55,81,0
13970,18,109,0
11061,53,86,0
11145,9,87,0
29,29,0,0
22027,11,44,1
11574,54,90,0
12592,48,98,0
29258,74,100,1
6847,63,53,0
28149,117,91,1
10743,119,83,0
27573,53,87,1
595,83,4,0
11260,124,87,0
20421,69,31,1
12343,55,96,0
11733,85,91,0
13766,70,107,0
13774,78,107,0
13886,62,108,0
23178,10,53,1
12326,38,96,0
25785,57,73,1
12911,111,100,0
25065,105,67,1
29305,121,100,1
27285,21,85,1
7481,57,58,0
20107,11,29,1
7101,61,55,0
14175,95,110,0
30160,80,107,1
9267,51,72,0
11311,47,88,0
21377,1,39,1
20630,22,33,1
9466,122,73,0
11731,83,91,0
11312,48,88,0
13628,60,106,0
14304,96,111,0
20628,20,33,1
11036,28,86,0
21767,7,42,1
20880,16,35,1
28179,19,92,1
798,30,6,0
25788,60,73,1
379,123,2,0
9398,54,73,0
14166,86,110,0
22473,73,47,1
26543,47,79,1
13203,19,103,0
13768,72,107,0
28214,54,92,1
8489,41,66,0
21763,3,42,1
25309,93,69,1
1019,123,7,0
18638,78,17,1
23487,63,55,1
9397,53,73,0
28874,74,97,1
21895,7,43,1
21120,0,37,1
21316,68,38,1
28090,58,91,1
29255,71,100,1
19486,30,24,1
763,123,5,0
25032,72,67,1
28330,42,93,1
24631,55,64,1
25310,94,69,1
26418,50,78,1
803,35,6,0
28907,107,97,1
26097,113,75,1
13794,98,107,0
22924,12,51,1
27787,11,89,1
26288,48,77,1
13769,73,107,0
2153,105,16,0
22208,64,45,1
27001,121,82,1
23417,121,54,1
30655,63,111,1
27692,44,88,1
30673,81,111,1
10302,62,80,0
10684,60,83,0
6972,60,54,0
845,77,6,0
21694,62,41,1
28743,71,96,1
585,73,4,0
13584,16,106,0
10170,58,79,0
25838,110,73,1
14229,21,111,0
24900,68,66,1
27566,46,87,1
21518,14,40,1
28600,56,95,1
27221,85,84,1
22589,61,48,1
6953,41,54,0
8002,66,62,0
28753,81,96,1
7673,121,59,0
5934,46,46,0
21640,8,41,1
13283,99,103,0
20873,9,35,1
24252,60,61,1
18253,77,14,1
8774,70,68,0
24761,57,65,1
24378,58,62,1
6084,68,47,0
11060,52,86,0
21770,10,42,1
26740,116,80,1
715,75,5,0
10223,111,79,0
13771,75,107,0
28754,82,96,1
25405,61,70,1
21888,0,43,1
27343,79,85,1
26754,2,81,1
22020,4,44,1
28629,85,95,1
9660,60,75,0
21508,4,40,1
28532,116,94,1
11930,26,93,0
4688,80,36,0
28718,46,96,1
22972,60,51,1
14167,87,110,0
13641,73,106,0
10014,30,78,0
16469,85,0,1
16465,81,0,1
21896,8,43,1
20290,66,30,1
29290,106,100,1
22285,13,46,1
28692,20,96,1
30070,118,106,1
19807,95,26,1
13763,67,107,0
17867,75,11,1
14296,88,111,0
5822,62,45,0
26047,63,75,1
25523,51,71,1
11858,82,92,0
29561,121,102,1
24786,82,65,1
1713,49,13,0
28366,78,93,1
29688,120,103,1
27316,52,85,1
27113,105,83,1
25702,102,72,1
24128,64,60,1
22025,9,44,1
9246,30,72,0
21764,4,42,1
11740,92,91,0
8765,61,68,0
17739,75,10,1
25567,95,71,1
11993,89,93,0
26775,23,81,1
13781,85,107,0
29418,106,101,1
1003,107,7,0
28885,85,97,1
16911,15,4,1
6464,64,50,0
29240,56,100,1
17040,16,5,1
25525,53,71,1
14228,20,111,0
14033,81,109,0
21249,1,38,1
12585,41,98,0
13839,15,108,0
24129,65,60,1
472,88,3,0
21649,17,41,1
26741,117,80,1
19657,73,25,1
26932,52,82,1
16730,90,2,1
14164,84,110,0
553,41,4,0
13891,67,108,0
20935,71,35,1
25269,53,69,1
12016,112,93,0
27827,51,89,1
23487,63,55,1
25788,60,73,1
16721,81,2,1
28815,15,97,1
27705,57,88,1
21766,6,42,1
17998,78,12,1
22287,15,46,1
23446,22,55,1
1359,79,10,0
26991,111,82,1
27511,119,86,1
29799,103,104,1
13890,66,108,0
10108,124,78,0
238,110,1,0
13538,98,105,0
26857,105,81,1
22154,10,45,1
1050,26,8,0
3269,69,25,0
12022,118,93,0
14195,115,110,0
28269,109,92,1
5451,75,42,0
14099,19,110,0
28529,113,94,1
1366,86,10,0
22919,7,51,1
8896,64,69,0
28623,79,95,1
19396,68,23,1
9267,51,72,0
22159,15,45,1
24121,57,60,1
26170,58,76,1
26304,64,77,1
11834,58,92,0
19141,69,21,1
26002,18,75,1
8766,62,68,0
11864,88,92,0
29750,54,104,1
1458,50,11,0
13902,78,108,0
4807,71,37,0
27259,123,84,1
4677,69,36,0
23998,62,59,1
2372,68,18,0
2001,81,15,0
25011,51,67,1
19411,83,23,1
14295,87,111,0
10018,34,78,0
13897,73,108,0
13174,118,102,0
13837,13,108,0
12370,82,96,0
25654,54,72,1
14163,83,110,0
2500,68,19,0
22061,45,44,1
14034,82,109,0
28626,82,95,1
9815,87,76,0
13881,57,108,0
28848,48,97,1
5701,69,44,0
19525,69,24,1
11613,93,90,0
25833,105,73,1
30448,112,109,1
11451,59,89,0
17294,14,7,1
21167,47,37,1
17046,22,5,1
29407,95,101,1
21139,19,37,1
29424,112,101,1
24892,60,66,1
23357,61,54,1
28883,83,97,1
12643,99,98,0
29878,54,105,1
22538,10,48,1
6909,125,53,0
24215,23,61,1
30328,120,108,1
12001,97,93,0
27576,56,87,1
28402,114,93,1
13106,50,102,0
634,122,4,0
28593,49,95,1
2375,71,18,0
6978,66,54,0
28436,20,94,1
3663,79,28,0
2504,72,19,0
7871,63,61,0
10235,123,79,0
27184,48,84,1
22027,11,44,1
22025,9,44,1
13043,115,101,0
27436,44,86,1
1654,118,12,0
13794,98,107,0
29304,120,100,1
9529,57,74,0
9145,57,71,0
12660,116,98,0
24852,20,66,1
12212,52,95,0
30199,119,107,1
13901,77,108,0
21761,1,42,1
29408,96,101,1
23440,16,55,1
11508,116,89,0
4425,73,34,0
25685,85,72,1
21765,5,42,1
26101,117,75,1
16472,88,0,1
11375,111,88,0
13893,69,108,0
25048,88,67,1
13580,12,106,0
28164,4,92,1
21898,10,43,1
16489,105,0,1
13775,79,107,0
12405,117,96,0
14239,31,111,0
13166,110,102,0
25523,51,71,1
9080,120,70,0
20805,69,34,1
12460,44,97,0
12855,55,100,0
14301,93,111,0
21184,64,37,1
22024,8,44,1
22465,65,47,1
20676,68,33,1
2556,124,19,0
25705,105,72,1
11447,55,89,0
18382,78,15,1
14049,97,109,0
14251,43,111,0
14168,88,110,0
27855,79,89,1
8764,60,68,0
1875,83,14,0
14177,97,110,0
27586,66,87,1
1223,71,9,0
21637,5,41,1
7864,56,61,0
11461,69,89,0
14269,61,111,0
28875,75,97,1
21138,18,37,1
27708,60,88,1
17372,92,7,1
7764,84,60,0
23481,57,55,1
29362,50,101,1
7609,57,59,0
18252,76,14,1
29258,74,100,1
13381,69,104,0
14033,81,109,0
25177,89,68,1
22031,15,44,1
24120,56,60,1
13643,75,106,0
21649,17,41,1
21395,19,39,1
30311,103,108,1
3017,73,23,0
26160,48,76,1
14162,82,110,0
6977,65,54,0
13624,56,106,0
24630,54,64,1
26926,46,82,1
2161,113,16,0
18376,72,15,1
24883,51,66,1
27060,52,83,1
21508,4,40,1
21315,67,38,1
24260,68,61,1
4739,3,37,0
27703,55,88,1
20683,75,33,1
13284,100,103,0
463,79,3,0
25310,94,69,1
22341,69,46,1
22285,13,46,1
11485,93,89,0
13089,33,102,0
7458,34,58,0
4899,35,38,0
11035,27,86,0
28598,54,95,1
1876,84,14,0
8225,33,64,0
10555,59,82,0
24891,59,66,1
7479,55,58,0
23868,60,58,1
24786,82,65,1
14237,29,111,0
3531,75,27,0
2040,120,15,0
14093,13,110,0
12062,30,94,0
2505,73,19,0
29767,71,104,1
5951,63,46,0
13879,55,108,0
29163,107,99,1
28753,81,96,1
12241,81,95,0
24788,84,65,1
13900,76,108,0
1607,71,12,0
24653,77,64,1
22158,14,45,1
26054,70,75,1
21894,6,43,1
13673,105,106,0
6590,62,51,0
8635,59,67,0
12472,56,97,0
14160,80,110,0
7337,41,57,0
7337,41,57,0
30637,45,111,1
13291,107,103,0
19525,69,24,1
28883,83,97,1
11170,34,87,0
930,34,7,0
30191,111,107,1
14220,12,111,0
16972,76,4,1
25784,56,73,1
26434,66,78,1
20674,66,33,1
245,117,1,0
14217,9,111,0
22157,13,45,1
26615,119,79,1
11341,77,88,0
14229,21,111,0
28556,12,95,1
14169,89,110,0
28906,106,97,1
13035,107,101,0
28884,84,97,1
25576,104,71,1
1767,103,13,0
13838,14,108,0
29363,51,101,1
13421,109,104,0
28214,54,92,1
16729,89,2,1
20043,75,28,1
4611,3,36,0
1768,104,13,0
20422,70,31,1
14304,96,111,0
22284,12,46,1
22971,59,51,1
20804,68,34,1
19780,68,26,1
28657,113,95,1
19906,66,27,1
21568,64,40,1
11733,85,91,0
11261,125,87,0
29019,91,98,1
30704,112,111,1
7486,62,58,0
11186,50,87,0
30449,113,109,1
29928,104,105,1
13761,65,107,0
22153,9,45,1
23839,31,58,1
22670,14,49,1
2736,48,21,0
24912,80,66,1
21444,68,39,1
1393,113,10,0
1016,120,7,0
14039,87,109,0
18630,70,17,1
22849,65,50,1
17616,80,9,1
23104,64,52,1
21125,5,37,1
30531,67,110,1
30567,103,110,1
22796,12,50,1
29768,72,104,1
14170,90,110,0
21896,8,43,1
22280,8,46,1
24381,61,62,1
26933,53,82,1
7740,60,60,0
19527,71,24,1
1175,23,9,0
4926,62,38,0
762,122,5,0
30312,104,108,1
9910,54,77,0
8003,67,62,0
14256,48,111,0
13514,74,105,0
12658,114,98,0
26046,62,75,1
27624,104,87,1
29231,47,100,1
21512,8,40,1
344,88,2,0
12465,49,97,0
30072,120,106,1
19156,84,21,1
13774,78,107,0
13794,98,107,0
21760,0,42,1
592,80,4,0
25272,56,69,1
714,74,5,0
27822,46,89,1
13587,19,106,0
10292,52,80,0
23103,63,52,1
28938,10,98,1
22023,7,44,1
8108,44,63,0
22156,12,45,1
13894,70,108,0
13557,117,105,0
13762,66,107,0
24523,75,63,1
8373,53,65,0
22688,32,49,1
30455,119,109,1
22406,6,47,1
14046,94,109,0
29424,112,101,1
1783,119,13,0
10752,0,84,0
20289,65,30,1
13765,69,107,0
26086,102,75,1
7485,61,58,0
24258,66,61,1
21262,14,38,1
21062,70,36,1
9258,42,72,0
1430,22,11,0
13961,9,109,0
28275,115,92,1
28982,54,98,1
28943,15,98,1
11696,48,91,0
11577,57,90,0
17675,11,10,1
27060,52,83,1
29003,75,98,1
13770,74,107,0
30598,6,111,1
22028,12,44,1
26809,57,81,1
798,30,6,0
20552,72,32,1
23174,6,53,1
10687,63,83,0
22284,12,46,1
12780,108,99,0
13283,99,103,0
13966,14,109,0
11991,87,93,0
12211,51,95,0
13677,109,106,0
7112,72,55,0
22021,5,44,1
22547,19,48,1
13885,61,108,0
26608,112,79,1
12196,36,95,0
14301,93,111,0
28652,108,95,1
1237,85,9,0
13498,58,105,0
6714,58,52,0
2898,82,22,0
14305,97,111,0
18631,71,17,1
8764,60,68,0
24197,5,61,1
19787,75,26,1
24915,83,66,1
13779,83,107,0
13578,10,106,0
25153,65,68,1
25914,58,74,1
21764,4,42,1
8000,64,62,0
13036,108,101,0
1479,71,11,0
19525,69,24,1
17638,102,9,1
14177,97,110,0
17624,88,9,1
27766,118,88,1
18638,78,17,1
9661,61,75,0
9661,61,75,0
12128,96,94,0
3532,76,27,0
20096,0,29,1
26354,114,77,1
21633,1,41,1
20803,67,34,1
21768,8,42,1
3523,67,27,0
6214,70,48,0
17301,21,7,1
11453,61,89,0
12198,38,95,0
30577,113,110,1
16744,104,2,1
29573,5,103,1
22273,1,46,1
22154,10,45,1
13902,78,108,0
10025,41,78,0
1229,77,9,0
22286,14,46,1
29386,74,101,1
24273,81,61,1
20163,67,29,1
25406,62,70,1
20805,69,34,1
21024,32,36,1
26265,25,77,1
28173,13,92,1
13106,50,102,0
11133,125,86,0
11732,84,91,0
2029,109,15,0
26177,65,76,1
22537,9,48,1
21508,4,40,1
17933,13,12,1
6083,67,47,0
24892,60,66,1
17101,77,5,1
30183,103,107,1
3531,75,27,0
28841,41,97,1
25421,77,70,1
21897,9,43,1
11991,87,93,0
7738,58,60,0
17173,21,6,1
11605,85,90,0
23363,67,54,1
28885,85,97,1
8895,63,69,0
12594,50,98,0
29163,107,99,1
9273,57,72,0
27582,62,87,1
22150,6,45,1
17879,87,11,1
9539,67,74,0
14186,106,110,0
22030,14,44,1
28728,56,96,1
13898,74,108,0
11992,88,93,0
1743,79,13,0
25832,104,73,1
9790,62,76,0
29406,94,101,1
29110,54,99,1
30311,103,108,1
23052,12,52,1
12660,116,98,0
25652,52,72,1
29751,55,104,1
23690,10,57,1
376,120,2,0
939,43,7,0
22022,6,44,1
23306,10,54,1
2117,69,16,0
27965,61,90,1
17748,84,10,1
26032,48,75,1
2039,119,15,0
14163,83,110,0
23618,66,56,1
22592,64,48,1
21506,2,40,1
18646,86,17,1
13642,74,106,0
1492,84,11,0
26940,60,82,1
22471,71,47,1
2889,73,22,0
25438,94,70,1
27272,8,85,1
9027,67,70,0
22021,5,44,1
543,31,4,0
17405,125,7,1
29144,88,99,1
30321,113,108,1
23074,34,52,1
29424,112,101,1
14292,84,111,0
17939,19,12,1
28141,109,91,1
29363,51,101,1
10567,71,82,0
2890,74,22,0
14260,52,111,0
13771,75,107,0
13771,75,107,0
8261,69,64,0
6593,65,51,0
11274,10,88,0
16985,89,4,1
14045,93,109,0
13549,109,105,0
23101,61,52,1
26671,47,80,1
25405,61,70,1
9658,58,75,0
14172,92,110,0
20289,65,30,1
24759,55,65,1
4547,67,35,0
24262,70,61,1
4675,67,36,0
26683,59,80,1
16872,104,3,1
13782,86,107,0
27703,55,88,1
22840,56,50,1
14300,92,111,0
28022,118,90,1
21762,2,42,1
21312,64,38,1
21891,3,43,1
17100,76,5,1
22716,60,49,1
21768,8,42,1
943,47,7,0
23995,59,59,1
18007,87,12,1
1436,28,11,0
6205,61,48,0
13643,75,106,0
14007,55,109,0
19786,74,26,1
13586,18,106,0
11986,82,93,0
25914,58,74,1
12858,58,100,0
16652,12,2,1
427,43,3,0
29003,75,98,1
28621,77,95,1
28366,78,93,1
12259,99,95,0
19787,75,26,1
22076,60,44,1
24786,82,65,1
28721,49,96,1
21893,5,43,1
24120,56,60,1
21782,22,42,1
1365,85,10,0
9144,56,71,0
29537,97,102,1
5821,61,45,0
26419,51,78,1
6983,71,54,0
124,124,0,0
29408,96,101,1
23494,70,55,1
23232,64,53,1
21636,4,41,1
28604,60,95,1
22023,7,44,1
2967,23,23,0
1401,121,10,0
25591,119,71,1
14016,64,109,0
24016,80,59,1
16528,16,1,1
18119,71,13,1
3861,21,30,0
22283,11,46,1
13900,76,108,0
2203,27,17,0
6591,63,51,0
25076,116,67,1
10560,64,82,0
18252,76,14,1
24258,66,61,1
23996,60,59,1
21637,5,41,1
11889,113,92,0
26432,64,78,1
13899,75,108,0
5072,80,39,0
21508,4,40,1
20305,81,30,1
13036,108,101,0
19659,75,25,1
20177,81,29,1
25272,56,69,1
22019,3,44,1
11709,61,91,0
24524,76,63,1
13893,69,108,0
13967,15,109,0
1144,120,8,0
12539,123,97,0
28880,80,97,1
165,37,1,0
23234,66,53,1
22157,13,45,1
17998,78,12,1
21669,37,41,1
25020,60,67,1
22659,3,49,1
5950,62,46,0
14171,91,110,0
13902,78,108,0
28298,10,93,1
11859,83,92,0
13837,13,108,0
14298,90,111,0
763,123,5,0
13979,27,109,0
7920,112,61,0
25795,67,73,1
5586,82,43,0
8118,54,63,0
2585,25,20,0
13769,73,107,0
12243,83,95,0
25789,61,73,1
14162,82,110,0
22287,15,46,1
27820,44,89,1
26428,60,78,1
976,80,7,0
6976,64,54,0
16845,77,3,1
29833,9,105,1
14226,18,111,0
27199,63,84,1
1946,26,15,0
17866,74,11,1
24918,86,66,1
25048,88,67,1
11440,48,89,0
81,81,0,0
29938,114,105,1
26943,63,82,1
11253,117,87,0
13750,54,107,0
24915,83,66,1
21891,3,43,1
23313,17,54,1
18505,73,16,1
13105,49,102,0
13241,57,103,0
10989,109,85,0
7734,54,60,0
9788,60,76,0
12079,47,94,0
498,114,3,0
22414,14,47,1
21377,1,39,1
4295,71,33,0
29799,103,104,1
20163,67,29,1
18262,86,14,1
23695,15,57,1
5318,70,41,0
17864,72,11,1
2244,68,17,0
21768,8,42,1
8894,62,69,0
17356,76,7,1
6781,125,52,0
14164,84,110,0
22415,15,47,1
22285,13,46,1
28883,83,97,1
22717,61,49,1
22024,8,44,1
17232,80,6,1
13795,99,107,0
6764,108,52,0
22087,71,44,1
29751,55,104,1
6590,62,51,0
12733,61,99,0
28728,56,96,1
7739,59,60,0
17255,103,6,1
17549,13,9,1
16971,75,4,1
25313,97,69,1
22147,3,45,1
27950,46,90,1
10160,48,79,0
22158,14,45,1
18130,82,13,1
16910,14,4,1
21670,38,41,1
14304,96,111,0
19786,74,26,1
28752,80,96,1
13999,47,109,0
14166,86,110,0
21888,0,43,1
18129,81,13,1
21312,64,38,1
21774,14,42,1
25177,89,68,1
28885,85,97,1
21506,2,40,1
21254,6,38,1
22849,65,50,1
13847,23,108,0
11860,84,92,0
12389,101,96,0
13666,98,106,0
26547,51,79,1
23301,5,54,1
26039,55,75,1
22151,7,45,1
22150,6,45,1
243,115,1,0
9659,59,75,0
10866,114,84,0
17368,88,7,1
422,38,3,0
22664,8,49,1
17372,92,7,1
1358,78,10,0
5451,75,42,0
24957,125,66,1
13774,78,107,0
21822,62,42,1
241,113,1,0
20683,75,33,1
20353,1,31,1
1101,77,8,0
2634,74,20,0
17173,21,6,1
5057,65,39,0
27571,51,87,1
13883,59,108,0
2683,123,20,0
22530,2,48,1
11126,118,86,0
11039,31,86,0
29276,92,100,1
1748,84,13,0
22716,60,49,1
14294,86,111,0
18382,78,15,1
6084,68,47,0
17127,103,5,1
32,32,0,0
13293,109,103,0
25949,93,74,1
2074,26,16,0
3530,74,27,0
12281,121,95,0
22847,63,50,1
5526,22,43,0
17611,75,9,1
237,109,1,0
23480,56,55,1
929,33,7,0
18128,80,13,1
26816,64,81,1
1309,29,10,0
9658,58,75,0
7578,26,59,0
13836,12,108,0
22026,10,44,1
22593,65,48,1
14296,88,111,0
880,112,6,0
18760,72,18,1
13585,17,106,0
4417,65,34,0
25085,125,67,1
13903,79,108,0
9140,52,71,0
27402,10,86,1
23363,67,54,1
5819,59,45,0
27974,70,90,1
9527,55,74,0
12022,118,93,0
21896,8,43,1
19464,8,24,1
8130,66,63,0
497,113,3,0
1330,50,10,0
21894,6,43,1
24889,57,66,1
21633,1,41,1
6592,64,51,0
17616,80,9,1
1905,113,14,0
1571,35,12,0
287,31,2,0
17166,14,6,1
17744,80,10,1
19146,74,21,1
17428,20,8,1
6108,92,47,0
11996,92,93,0
27311,47,85,1
1190,38,9,0
25397,53,70,1
9919,63,77,0
374,118,2,0
29145,89,99,1
379,123,2,0
21444,68,39,1
6081,65,47,0
1043,19,8,0
22520,120,47,1
14041,89,109,0
21314,66,38,1
30006,54,106,1
10963,83,85,0
4423,71,34,0
5829,69,45,0
22285,13,46,1
28751,79,96,1
14173,93,110,0
11316,52,88,0
13968,16,109,0
13895,71,108,0
13894,70,108,0
1356,76,10,0
22415,15,47,1
16653,13,2,1
19208,8,22,1
17244,92,6,1
25570,98,71,1
10545,49,82,0
11993,89,93,0
3223,23,25,0
12573,29,98,0
29362,50,101,1
21380,4,39,1
13292,108,103,0
30678,86,111,1
21249,1,38,1
11932,28,93,0
28987,59,98,1
18119,71,13,1
542,30,4,0
21898,10,43,1
7796,116,60,0
415,31,3,0
20804,68,34,1
1120,96,8,0
14226,18,111,0
12441,25,97,0
25412,68,70,1
24783,79,65,1
14096,16,110,0
12195,35,95,0
8696,120,67,0
4426,74,34,0
17610,74,9,1
14249,41,111,0
6780,124,52,0
7107,67,55,0
23101,61,52,1
23492,68,55,1
10419,51,81,0
30512,48,110,1
14225,17,111,0
17368,88,7,1
9080,120,70,0
24391,71,62,1
8524,76,66,0
21892,4,43,1
17231,79,6,1
18442,10,16,1
17867,75,11,1
23233,65,53,1
13642,74,106,0
25467,123,70,1
11949,45,93,0
29409,97,101,1
159,31,1,0
17021,125,4,1
3095,23,24,0
13915,91,108,0
27950,46,90,1
19539,83,24,1
20049,81,28,1
10653,29,83,0
10268,28,80,0
10013,29,78,0
26163,51,76,1
8644,68,67,0
1430,22,11,0
1484,76,11,0
2027,107,15,0
19395,67,23,1
22026,10,44,1
14222,14,111,0
18570,10,17,1
29276,92,100,1
27440,48,86,1
10865,113,84,0
8502,54,66,0
19974,6,28,1
29386,74,101,1
8826,122,68,0
12060,28,94,0
17371,91,7,1
22148,4,45,1
16918,22,4,1
631,119,4,0
8633,57,67,0
24890,58,66,1
30655,63,111,1
14168,88,110,0
19147,75,21,1
19656,72,25,1
934,38,7,0
21706,74,41,1
2684,124,20,0
25550,78,71,1
26046,62,75,1
17166,14,6,1
13785,89,107,0
16528,16,1,1
14315,107,111,0
8393,73,65,0
2917,101,22,0
9576,104,74,0
14126,46,110,0
2555,123,19,0
17617,81,9,1
543,31,4,0
14294,86,111,0
419,35,3,0
8002,66,62,0
20417,65,31,1
22283,11,46,1
13170,114,102,0
17404,124,7,1
25398,54,70,1
14306,98,111,0
14043,91,109,0
2712,24,21,0
14063,111,109,0
21889,1,43,1
22023,7,44,1
25705,105,72,1
6269,125,48,0
24914,82,66,1
16603,91,1,1
25020,60,67,1
21765,5,42,1
24518,70,63,1
29491,51,102,1
9526,54,74,0
10711,87,83,0
13897,73,108,0
3662,78,28,0
16729,89,2,1
24507,59,63,1
22106,90,44,1
19414,86,23,1
10015,31,78,0
9208,120,71,0
18449,17,16,1
3017,73,23,0
1568,32,12,0
18128,80,13,1
13900,76,108,0
26044,60,75,1
17804,12,11,1
9156,68,71,0
18632,72,17,1
5949,61,46,0
5195,75,40,0
14098,18,110,0
14097,17,110,0
13904,80,108,0
3319,119,25,0
16859,91,3,1
20354,2,31,1
9687,87,75,0
9118,30,71,0
21890,2,43,1
758,118,5,0
25340,124,69,1
2405,101,18,0
10525,29,82,0
12663,119,98,0
18510,78,16,1
23487,63,55,1
2504,72,19,0
14296,88,111,0
10278,38,80,0
16857,89,3,1
792,24,6,0
18060,12,13,1
17236,84,6,1
4161,65,32,0
1228,76,9,0
28220,60,92,1
4940,76,38,0
1910,118,14,0
6337,65,49,0
20177,81,29,1
25021,61,67,1
2422,118,18,0
17615,79,9,1
10026,42,78,0
19786,74,26,1
19786,74,26,1
2031,111,15,0
123,123,0,0
11544,24,90,0
22285,13,46,1
1813,21,14,0
21640,8,41,1
24573,125,63,1
24259,67,61,1
3398,70,26,0
277,21,2,0
76,76,0,0
14162,82,110,0
24916,84,66,1
13903,79,108,0
17676,12,10,1
17275,123,6,1
27955,51,90,1
9656,56,75,0
21635,3,41,1
13400,88,104,0
5314,66,41,0
24778,74,65,1
14050,98,109,0
22026,10,44,1
2502,70,19,0
8313,121,64,0
24664,88,64,1
11451,59,89,0
14013,61,109,0
17173,21,6,1
22284,12,46,1
307,51,2,0
24256,64,61,1
18442,10,16,1
1308,28,10,0
24784,80,65,1
17128,104,5,1
25446,102,70,1
2840,24,22,0
21896,8,43,1
11948,44,93,0
3733,21,29,0
1520,112,11,0
22661,5,49,1
3012,68,23,0
22723,67,49,1
17976,56,12,1
22026,10,44,1
4162,66,32,0
17126,102,5,1
11508,116,89,0
24779,75,65,1
19014,70,20,1
17149,125,5,1
25151,63,68,1
22020,4,44,1
21352,104,38,1
24758,54,65,1
21895,7,43,1
23872,64,58,1
28727,55,96,1
13898,74,108,0
3531,75,27,0
17616,80,9,1
23050,10,52,1
22023,7,44,1
24888,56,66,1
24629,53,64,1
21442,66,39,1
17802,10,11,1
3606,22,28,0
10943,63,85,0
1314,34,10,0
8500,52,66,0
110,110,0,0
29710,14,104,1
21446,70,39,1
808,40,6,0
19464,8,24,1
7417,121,57,0
22151,7,45,1
16721,81,2,1
29537,97,102,1
29145,89,99,1
26614,118,79,1
5074,82,39,0
6525,125,50,0
14021,69,109,0
20681,73,33,1
17364,84,7,1
20932,68,35,1
5265,17,41,0
26175,63,76,1
10680,56,83,0
21191,71,37,1
11827,51,92,0
25912,56,74,1
481,97,3,0
22279,7,46,1
14161,81,110,0
412,28,3,0
17804,12,11,1
1065,41,8,0
10551,55,82,0
23231,63,53,1
6971,59,54,0
27455,63,86,1
7357,61,57,0
27571,51,87,1
16528,16,1,1
21198,78,37,1
28720,48,96,1
599,87,4,0
1516,108,11,0
4163,67,32,0
21506,2,40,1
25968,112,74,1
1748,84,13,0
27440,48,86,1
27320,56,85,1
16979,83,4,1
23100,60,52,1
10684,60,83,0
1390,110,10,0
19655,71,25,1
14165,85,110,0
287,31,2,0
21892,4,43,1
2584,24,20,0
18825,9,19,1
788,20,6,0
1083,59,8,0
29144,88,99,1
25832,104,73,1
26616,120,79,1
23362,66,54,1
4804,68,37,0
24379,59,62,1
23434,10,55,1
6974,62,54,0
1426,18,11,0
16967,71,4,1
20943,79,35,1
14037,85,109,0
14113,33,110,0
25340,124,69,1
27529,9,87,1
26809,57,81,1
26809,57,81,1
13837,13,108,0
863,95,6,0
26808,56,81,1
1822,30,14,0
19538,82,24,1
13880,56,108,0
14018,66,109,0
22157,13,45,1
6204,60,48,0
13038,110,101,0
7869,61,61,0
19786,74,26,1
16764,124,2,1
29491,51,102,1
21182,62,37,1
22280,8,46,1
21822,62,42,1
13900,76,108,0
6653,125,51,0
23107,67,52,1
875,107,6,0
6713,57,52,0
30479,15,110,1
