le,x,y,pol
25047,87,67,1
24043,107,59,1
24928,96,66,1
24931,99,66,1
26048,64,75,1
26168,56,76,1
27704,56,88,1
24545,97,63,1
25934,78,74,1
24298,106,61,1
23034,122,51,1
23795,115,57,1
25546,74,71,1
26690,66,80,1
25289,73,69,1
23619,67,56,1
25572,100,71,1
26936,56,82,1
24421,101,62,1
23151,111,52,1
25177,89,68,1
14161,81,110,0
23280,112,53,1
26061,77,75,1
25422,78,70,1
25674,74,72,1
22647,119,48,1
23544,120,55,1
23908,100,58,1
24017,81,59,1
25824,96,73,1
24824,120,65,1
23670,118,56,1
24040,104,59,1
23785,105,57,1
25306,90,69,1
24551,103,63,1
23395,99,54,1
26565,69,79,1
22906,122,50,1
26557,61,79,1
23003,91,51,1
24427,107,62,1
23537,113,55,1
23277,109,53,1
23277,109,53,1
26560,64,79,1
26176,64,76,1
23417,121,54,1
26817,65,81,1
22381,109,46,1
22904,120,50,1
22520,120,47,1
12859,59,100,0
25526,54,71,1
23272,104,53,1
25553,81,71,1
24288,96,61,1
25931,75,74,1
23542,118,55,1
26440,72,78,1
26556,60,79,1
24177,113,60,1
26940,60,82,1
23538,114,55,1
25540,68,71,1
25304,88,69,1
23284,116,53,1
23536,112,55,1
26811,59,81,1
24930,98,66,1
24930,98,66,1
23032,120,51,1
23754,74,57,1
25678,78,72,1
26436,68,78,1
25702,102,72,1
23800,120,57,1
19151,79,21,1
26049,65,75,1
22907,123,50,1
26305,65,77,1
25431,87,70,1
26301,61,77,1
23160,120,52,1
25426,82,70,1
26302,62,77,1
26221,109,76,1
25563,91,71,1
23161,121,52,1
25299,83,69,1
24572,124,63,1
24572,124,63,1
25167,79,68,1
25559,87,71,1
23164,124,52,1
27195,59,84,1
26432,64,78,1
26429,61,78,1
25155,67,68,1
25682,82,72,1
23033,121,51,1
27448,56,86,1
24170,106,60,1
27447,55,86,1
25927,71,74,1
23416,120,54,1
3294,94,25,0
27073,65,83,1
26058,74,75,1
24922,90,66,1
24797,93,65,1
26052,68,75,1
25679,79,72,1
23114,74,52,1
25801,73,73,1
24171,107,60,1
25053,93,67,1
22982,70,51,1
24805,101,65,1
22458,58,47,1
25797,69,73,1
21733,101,41,1
26827,75,81,1
26827,75,81,1
23287,119,53,1
23669,117,56,1
22778,122,49,1
25174,86,68,1
13372,60,104,0
13372,60,104,0
23413,117,54,1
23919,111,58,1
24914,82,66,1
23796,116,57,1
26315,75,77,1
24813,109,65,1
25934,78,74,1
26566,70,79,1
26566,70,79,1
24923,91,66,1
12730,58,99,0
26689,65,80,1
22895,111,50,1
23163,123,52,1
23288,120,53,1
26428,60,78,1
24174,110,60,1
24299,107,61,1
24043,107,59,1
22713,57,49,1
24546,98,63,1
23794,114,57,1
24042,106,59,1
23534,110,55,1
26308,68,77,1
25589,117,71,1
12089,57,94,0
25049,89,67,1
25048,88,67,1
26365,125,77,1
24559,111,63,1
23787,107,57,1
26061,77,75,1
24169,105,60,1
23795,115,57,1
26688,64,80,1
25425,81,70,1
23790,110,57,1
22508,108,47,1
23917,109,58,1
26808,56,81,1
24792,88,65,1
26443,75,78,1
25057,97,67,1
24421,101,62,1
22906,122,50,1
24048,112,59,1
24798,94,65,1
24165,101,60,1
26712,88,80,1
25421,77,70,1
25928,72,74,1
23412,116,54,1
24163,99,60,1
25308,92,69,1
25058,98,67,1
25795,67,73,1
23285,117,53,1
23285,117,53,1
26316,76,77,1
23542,118,55,1
12473,57,97,0
26817,65,81,1
24047,111,59,1
25429,85,70,1
25442,98,70,1
23292,124,53,1
25182,94,68,1
13119,63,102,0
25056,96,67,1
24295,103,61,1
23920,112,58,1
25425,81,70,1
24548,100,63,1
24548,100,63,1
24930,98,66,1
26056,72,75,1
26819,67,81,1
25295,79,69,1
23291,123,53,1
11960,56,93,0
22779,123,49,1
24301,109,61,1
26811,59,81,1
23160,120,52,1
23533,109,55,1
26059,75,75,1
23036,124,51,1
24949,117,66,1
24423,103,62,1
23246,78,53,1
22888,104,50,1
23535,111,55,1
25932,76,74,1
25931,75,74,1
24924,92,66,1
23672,120,56,1
26944,64,82,1
26687,63,80,1
26434,66,78,1
23290,122,53,1
24801,97,65,1
24927,95,66,1
23109,69,52,1
23109,69,52,1
13243,59,103,0
27196,60,84,1
13117,61,102,0
23033,121,51,1
24806,102,65,1
25305,89,69,1
25686,86,72,1
24297,105,61,1
13302,118,103,0
26435,67,78,1
12087,55,94,0
25687,87,72,1
25069,109,67,1
25417,73,70,1
23383,87,54,1
23663,111,56,1
24417,97,62,1
27319,55,85,1
25672,72,72,1
12536,120,97,0
23035,123,51,1
26680,56,80,1
26559,63,79,1
23419,123,54,1
26442,74,78,1
25055,95,67,1
25016,56,67,1
26305,65,77,1
24928,96,66,1
26938,58,82,1
26945,65,82,1
27325,61,85,1
23919,111,58,1
23545,121,55,1
24162,98,60,1
23414,118,54,1
26681,57,80,1
25808,80,73,1
13805,109,107,0
23288,120,53,1
22777,121,49,1
23796,116,57,1
23025,113,51,1
23283,115,53,1
26814,62,81,1
26181,69,76,1
26438,70,78,1
23163,123,52,1
24303,111,61,1
24303,111,61,1
26818,66,81,1
30289,81,108,1
25184,96,68,1
22629,101,48,1
23418,122,54,1
23400,104,54,1
25430,86,70,1
24291,99,61,1
25801,73,73,1
26937,57,82,1
24565,117,63,1
26084,100,75,1
23121,81,52,1
22646,118,48,1
27067,59,83,1
26193,81,76,1
24046,110,59,1
12264,104,95,0
23286,118,53,1
27704,56,88,1
22374,102,46,1
27321,57,85,1
27070,62,83,1
23523,99,55,1
24422,102,62,1
27462,70,86,1
27449,57,86,1
22263,119,45,1
23791,111,57,1
26186,74,76,1
26809,57,81,1
26307,67,77,1
26307,67,77,1
25676,76,72,1
26306,66,77,1
12474,58,97,0
23521,97,55,1
25075,115,67,1
26431,63,78,1
23902,94,58,1
26066,82,75,1
24412,92,62,1
26557,61,79,1
23292,124,53,1
24425,105,62,1
25919,63,74,1
24047,111,59,1
22852,68,50,1
24440,120,62,1
26685,61,80,1
12216,56,95,0
19696,112,25,1
24294,102,61,1
26684,60,80,1
24795,91,65,1
26443,75,78,1
26467,99,78,1
24674,98,64,1
23920,112,58,1
26316,76,77,1
25935,79,74,1
26692,68,80,1
24548,100,63,1
22907,123,50,1
24435,115,62,1
23285,117,53,1
24672,96,64,1
24672,96,64,1
26056,72,75,1
23161,121,52,1
26558,62,79,1
26819,67,81,1
24048,112,59,1
24926,94,66,1
22010,122,43,1
24042,106,59,1
27448,56,86,1
23165,125,52,1
22218,74,45,1
23293,125,53,1
25431,87,70,1
24423,103,62,1
23667,115,56,1
23667,115,56,1
26189,77,76,1
26175,63,76,1
24310,118,61,1
21462,86,39,1
23539,115,55,1
25437,93,70,1
27960,56,90,1
24759,55,65,1
27195,59,84,1
26435,67,78,1
25300,84,69,1
27451,59,86,1
23415,119,54,1
24293,101,61,1
26691,67,80,1
25051,91,67,1
30154,74,107,1
25933,77,74,1
26058,74,75,1
24667,91,64,1
25560,88,71,1
27481,89,86,1
25298,82,69,1
26466,98,78,1
23393,97,54,1
23383,87,54,1
24928,96,66,1
25813,85,73,1
24156,92,60,1
26054,70,75,1
24297,105,61,1
22908,124,50,1
25810,82,73,1
24542,94,63,1
23414,118,54,1
26820,68,81,1
25934,78,74,1
23919,111,58,1
24170,106,60,1
26184,72,76,1
27320,56,85,1
25422,78,70,1
27447,55,86,1
26815,63,81,1
23923,115,58,1
23034,122,51,1
23289,121,53,1
17773,109,10,1
24186,122,60,1
13516,76,105,0
24800,96,65,1
25931,75,74,1
26694,70,80,1
23125,85,52,1
23098,58,52,1
24677,101,64,1
27323,59,85,1
27066,58,83,1
12601,57,98,0
22902,118,50,1
24276,84,61,1
25948,92,74,1
23408,112,54,1
24272,80,61,1
25942,86,74,1
25302,86,69,1
25812,84,73,1
12910,110,100,0
25058,98,67,1
12731,59,99,0
27321,57,85,1
18380,76,15,1
25940,84,74,1
24121,57,60,1
24046,110,59,1
25433,89,70,1
26816,64,81,1
27703,55,88,1
24931,99,66,1
27192,56,84,1
24310,118,61,1
24520,72,63,1
26310,70,77,1
24175,111,60,1
24051,115,59,1
25807,79,73,1
23542,118,55,1
23292,124,53,1
23412,116,54,1
25182,94,68,1
23541,117,55,1
22394,122,46,1
23523,99,55,1
23792,112,57,1
27319,55,85,1
25563,91,71,1
23030,118,51,1
12344,56,96,0
24810,106,65,1
26307,67,77,1
24681,105,64,1
22450,50,47,1
24930,98,66,1
24425,105,62,1
26437,69,78,1
30155,75,107,1
25052,92,67,1
26057,73,75,1
26817,65,81,1
26314,74,77,1
22850,66,50,1
26558,62,79,1
25700,100,72,1
26186,74,76,1
25187,99,68,1
26312,72,77,1
26302,62,77,1
19561,105,24,1
24492,44,63,1
24933,101,66,1
21304,56,38,1
14307,99,111,0
12858,58,100,0
25304,88,69,1
26187,75,76,1
25815,87,73,1
25815,87,73,1
26065,81,75,1
27833,57,89,1
27196,60,84,1
23667,115,56,1
26319,79,77,1
23162,122,52,1
23407,111,54,1
26183,71,76,1
25303,87,69,1
24424,104,62,1
25176,88,68,1
23658,106,56,1
23153,113,52,1
23415,119,54,1
26313,73,77,1
26434,66,78,1
24927,95,66,1
28087,55,91,1
27200,64,84,1
24301,109,61,1
12256,96,95,0
24928,96,66,1
26951,71,82,1
25692,92,72,1
25692,92,72,1
26936,56,82,1
27580,60,87,1
23791,111,57,1
25055,95,67,1
23545,121,55,1
25051,91,67,1
27832,56,89,1
23377,81,54,1
25311,95,69,1
25437,93,70,1
23619,67,56,1
24556,108,63,1
26439,71,78,1
25316,100,69,1
24820,116,65,1
23546,122,55,1
23796,116,57,1
26193,81,76,1
22999,87,51,1
22909,125,50,1
25814,86,73,1
26693,69,80,1
24799,95,65,1
23919,111,58,1
23413,117,54,1
24549,101,63,1
26814,62,81,1
9840,112,76,0
26315,75,77,1
26690,66,80,1
27320,56,85,1
25059,99,67,1
23669,117,56,1
23669,117,56,1
24682,106,64,1
24555,107,63,1
25432,88,70,1
27578,58,87,1
23922,114,58,1
24172,108,60,1
27323,59,85,1
26184,72,76,1
24043,107,59,1
25064,104,67,1
25668,68,72,1
25707,107,72,1
13940,116,108,0
23887,79,58,1
25688,88,72,1
26338,98,77,1
25673,73,72,1
24297,105,61,1
25433,89,70,1
24443,123,62,1
29686,118,103,1
24421,101,62,1
25058,98,67,1
25182,94,68,1
23544,120,55,1
12652,108,98,0
24660,84,64,1
24547,99,63,1
24547,99,63,1
27329,65,85,1
27449,57,86,1
24188,124,60,1
25057,97,67,1
24051,115,59,1
23541,117,55,1
23541,117,55,1
14198,118,110,0
27703,55,88,1
25816,88,73,1
24175,111,60,1
13245,61,103,0
12216,56,95,0
23921,113,58,1
23028,116,51,1
26574,78,79,1
27705,57,88,1
26966,86,82,1
24426,106,62,1
25160,72,68,1
26437,69,78,1
23165,125,52,1
23165,125,52,1
27197,61,84,1
27324,60,85,1
25807,79,73,1
23481,57,55,1
26316,76,77,1
24049,113,59,1
26722,98,80,1
26722,98,80,1
19590,6,25,1
27577,57,87,1
27326,62,85,1
26681,57,80,1
26681,57,80,1
26066,82,75,1
26684,60,80,1
23162,122,52,1
25663,63,72,1
26191,79,76,1
25448,104,70,1
25183,95,68,1
25802,74,73,1
13044,116,101,0
12088,56,94,0
27071,63,83,1
25809,81,73,1
24933,101,66,1
26443,75,78,1
27061,53,83,1
26470,102,78,1
13921,97,108,0
23790,110,57,1
23790,110,57,1
26435,67,78,1
24796,92,65,1
24050,114,59,1
26065,81,75,1
23035,123,51,1
26557,61,79,1
23668,116,56,1
24048,112,59,1
27073,65,83,1
13011,83,101,0
23797,117,57,1
26946,66,82,1
24928,96,66,1
26345,105,77,1
24124,60,60,1
25049,89,67,1
26943,63,82,1
23672,120,56,1
23545,121,55,1
26434,66,78,1
23288,120,53,1
26187,75,76,1
25932,76,74,1
25702,102,72,1
23149,109,52,1
23671,119,56,1
25026,66,67,1
23414,118,54,1
24301,109,61,1
25934,78,74,1
13116,60,102,0
25810,82,73,1
26068,84,75,1
24423,103,62,1
26941,61,82,1
26570,74,79,1
26064,80,75,1
26438,70,78,1
22981,69,51,1
23233,65,53,1
26188,76,76,1
25311,95,69,1
13784,88,107,0
26948,68,82,1
26444,76,78,1
24424,104,62,1
26319,79,77,1
25307,91,69,1
25559,87,71,1
24557,109,63,1
26315,75,77,1
13373,61,104,0
24805,101,65,1
25432,88,70,1
18507,75,16,1
23927,119,58,1
23262,94,53,1
25305,89,69,1
24680,104,64,1
23413,117,54,1
21976,88,43,1
23292,124,53,1
23669,117,56,1
23669,117,56,1
25059,99,67,1
26694,70,80,1
25689,89,72,1
25689,89,72,1
25812,84,73,1
25050,90,67,1
24176,112,60,1
25182,94,68,1
25172,84,68,1
23378,82,54,1
25581,109,71,1
27452,60,86,1
24935,103,66,1
13766,70,107,0
27320,56,85,1
26821,69,81,1
26816,64,81,1
24296,104,61,1
24052,116,59,1
25926,70,74,1
24550,102,63,1
26069,85,75,1
25952,96,74,1
16938,42,4,1
23776,96,57,1
23650,98,56,1
26436,68,78,1
13243,59,103,0
27076,68,83,1
25691,91,72,1
18196,20,14,1
25056,96,67,1
23540,116,55,1
26060,76,75,1
27328,64,85,1
25562,90,71,1
19062,118,20,1
23926,118,58,1
26426,58,78,1
25712,112,72,1
26560,64,79,1
26044,60,75,1
17494,86,8,1
26437,69,78,1
25563,91,71,1
25306,90,69,1
23793,113,57,1
24292,100,61,1
24300,108,61,1
23282,114,53,1
26070,86,75,1
26822,70,81,1
26569,73,79,1
22651,123,48,1
28088,56,91,1
26445,77,78,1
26687,63,80,1
27070,62,83,1
24425,105,62,1
25183,95,68,1
26066,82,75,1
23931,123,58,1
26449,81,78,1
26567,71,79,1
24946,114,66,1
23969,33,59,1
26304,64,77,1
25061,101,67,1
26308,68,77,1
26575,79,79,1
27199,63,84,1
24168,104,60,1
26443,75,78,1
25187,99,68,1
26819,67,81,1
26819,67,81,1
27703,55,88,1
27195,59,84,1
22083,67,44,1
24303,111,61,1
23415,119,54,1
26065,81,75,1
25179,91,68,1
26062,78,75,1
17461,53,8,1
25935,79,74,1
25947,91,74,1
12858,58,100,0
26944,64,82,1
23924,116,58,1
26946,66,82,1
23671,119,56,1
27569,49,87,1
23417,121,54,1
23667,115,56,1
25060,100,67,1
25676,76,72,1
13758,62,107,0
26818,66,81,1
23918,110,58,1
23925,117,58,1
25561,89,71,1
24815,111,65,1
24429,109,62,1
22908,124,50,1
13628,60,106,0
23414,118,54,1
23035,123,51,1
24547,99,63,1
25175,87,68,1
17248,96,6,1
24181,117,60,1
24131,67,60,1
26689,65,80,1
25725,125,72,1
25555,83,71,1
24301,109,61,1
26573,77,79,1
26937,57,82,1
27579,59,87,1
24314,122,61,1
26444,76,78,1
25807,79,73,1
26063,79,75,1
26070,86,75,1
27357,93,85,1
26315,75,77,1
25421,77,70,1
27065,57,83,1
27200,64,84,1
27453,61,86,1
26815,63,81,1
24299,107,61,1
25568,96,71,1
24931,99,66,1
23781,101,57,1
25582,110,71,1
23368,72,54,1
25279,63,69,1
25845,117,73,1
22520,120,47,1
27072,64,83,1
25942,86,74,1
26319,79,77,1
26441,73,78,1
24306,114,61,1
25812,84,73,1
21283,35,38,1
26557,61,79,1
25304,88,69,1
12345,57,96,0
23905,97,58,1
25433,89,70,1
24656,80,64,1
24432,112,62,1
27452,60,86,1
25031,71,67,1
24557,109,63,1
23621,69,56,1
24047,111,59,1
24311,119,61,1
24545,97,63,1
14331,123,111,0
25813,85,73,1
26581,85,79,1
24935,103,66,1
26342,102,77,1
25315,99,69,1
26572,76,79,1
23905,97,58,1
24032,96,59,1
24178,114,60,1
23915,107,58,1
27197,61,84,1
27069,61,83,1
24423,103,62,1
25475,3,71,1
26696,72,80,1
23514,90,55,1
26440,72,78,1
23541,117,55,1
27704,56,88,1
27077,69,83,1
23036,124,51,1
25684,84,72,1
26437,69,78,1
23590,38,56,1
26569,73,79,1
26711,87,80,1
25278,62,69,1
26432,64,78,1
23290,122,53,1
23795,115,57,1
13137,81,102,0
13115,59,102,0
24951,119,66,1
24807,103,65,1
23279,111,53,1
24165,101,60,1
24165,101,60,1
28088,56,91,1
17108,84,5,1
27329,65,85,1
25460,116,70,1
26307,67,77,1
25306,90,69,1
25044,84,67,1
26318,78,77,1
26318,78,77,1
25314,98,69,1
25309,93,69,1
23545,121,55,1
24936,104,66,1
27195,59,84,1
24921,89,66,1
23417,121,54,1
12986,58,101,0
27451,59,86,1
26451,83,78,1
23536,112,55,1
27076,68,83,1
26065,81,75,1
25789,61,73,1
24050,114,59,1
26223,111,76,1
24678,102,64,1
26542,46,79,1
27548,28,87,1
24548,100,63,1
26697,73,80,1
24928,96,66,1
23791,111,57,1
25060,100,67,1
26493,125,78,1
23548,124,55,1
24425,105,62,1
28217,57,92,1
28217,57,92,1
26326,86,77,1
26313,73,77,1
23797,117,57,1
23152,112,52,1
26817,65,81,1
24550,102,63,1
27488,96,86,1
24441,121,62,1
26302,62,77,1
24432,112,62,1
26218,106,76,1
26563,67,79,1
24673,97,64,1
26192,80,76,1
26564,68,79,1
25534,62,71,1
26939,59,82,1
23857,49,58,1
24808,104,65,1
27581,61,87,1
27707,59,88,1
27707,59,88,1
26422,54,78,1
25680,80,72,1
25668,68,72,1
26814,62,81,1
25560,88,71,1
24428,108,62,1
24805,101,65,1
24060,124,59,1
13885,61,108,0
23293,125,53,1
24298,106,61,1
25938,82,74,1
27327,63,85,1
24301,109,61,1
25429,85,70,1
25433,89,70,1
24555,107,63,1
22777,121,49,1
22777,121,49,1
25434,90,70,1
26055,71,75,1
25942,86,74,1
27578,58,87,1
27203,67,84,1
25310,94,69,1
25290,74,69,1
25181,93,68,1
23674,122,56,1
26441,73,78,1
25688,88,72,1
25829,101,73,1
24152,88,60,1
27323,59,85,1
13388,76,104,0
28099,67,91,1
22905,121,50,1
27202,66,84,1
26194,82,76,1
24935,103,66,1
26319,79,77,1
24421,101,62,1
26573,77,79,1
24427,107,62,1
26565,69,79,1
18402,98,15,1
26186,74,76,1
27197,61,84,1
25679,79,72,1
25700,100,72,1
24681,105,64,1
27706,58,88,1
27706,58,88,1
25185,97,68,1
24041,105,59,1
19162,90,21,1
25293,77,69,1
24047,111,59,1
24024,88,59,1
23478,54,55,1
26823,71,81,1
197,69,1,0
23787,107,57,1
23787,107,57,1
24683,107,64,1
27084,76,83,1
26684,60,80,1
24675,99,64,1
25559,87,71,1
23290,122,53,1
24430,110,62,1
25287,71,69,1
27711,63,88,1
27711,63,88,1
25811,83,73,1
22983,71,51,1
24034,98,59,1
23411,115,54,1
26567,71,79,1
26567,71,79,1
26445,77,78,1
24178,114,60,1
27073,65,83,1
24304,112,61,1
23515,91,55,1
23546,122,55,1
28088,56,91,1
23640,88,56,1
25944,88,74,1
27325,61,85,1
24294,102,61,1
23659,107,56,1
23527,103,55,1
25443,99,70,1
24050,114,59,1
28089,57,91,1
25573,101,71,1
25706,106,72,1
23906,98,58,1
27193,57,84,1
26435,67,78,1
27716,68,88,1
25693,93,72,1
27069,61,83,1
26067,83,75,1
26700,76,80,1
25072,112,67,1
24294,102,61,1
26693,69,80,1
26566,70,79,1
25687,87,72,1
27217,81,84,1
24558,110,63,1
24927,95,66,1
24933,101,66,1
23036,124,51,1
26948,68,82,1
23272,104,53,1
26947,67,82,1
26313,73,77,1
27456,64,86,1
25831,103,73,1
26189,77,76,1
26216,104,76,1
24549,101,63,1
27329,65,85,1
26056,72,75,1
29309,125,100,1
24306,114,61,1
25817,89,73,1
23800,120,57,1
24295,103,61,1
23289,121,53,1
27453,61,86,1
27277,13,85,1
26564,68,79,1
24682,106,64,1
27201,65,84,1
14071,119,109,0
30442,106,109,1
23656,104,56,1
23674,122,56,1
24182,118,60,1
23549,125,55,1
26699,75,80,1
25942,86,74,1
23165,125,52,1
24173,109,60,1
25820,92,73,1
24180,116,60,1
25561,89,71,1
25310,94,69,1
26563,67,79,1
12088,56,94,0
27321,57,85,1
23293,125,53,1
24679,103,64,1
26185,73,76,1
12472,56,97,0
25569,97,71,1
26062,78,75,1
24175,111,60,1
25562,90,71,1
25809,81,73,1
25184,96,68,1
26441,73,78,1
27214,78,84,1
27575,55,87,1
23676,124,56,1
26071,87,75,1
25557,85,71,1
14015,63,109,0
27708,60,88,1
27708,60,88,1
27576,56,87,1
25933,77,74,1
27208,72,84,1
26812,60,81,1
24681,105,64,1
24433,113,62,1
14272,64,111,0
27202,66,84,1
25692,92,72,1
23879,71,58,1
24427,107,62,1
24427,107,62,1
26442,74,78,1
27455,63,86,1
24051,115,59,1
26607,111,79,1
26607,111,79,1
27079,71,83,1
26070,86,75,1
26436,68,78,1
26440,72,78,1
23419,123,54,1
26949,69,82,1
26568,72,79,1
24282,90,61,1
24299,107,61,1
25806,78,73,1
25818,90,73,1
12638,94,98,0
25308,92,69,1
27582,62,87,1
23290,122,53,1
25436,92,70,1
25800,72,73,1
26941,61,82,1
26951,71,82,1
24553,105,63,1
25305,89,69,1
26960,80,82,1
24552,104,63,1
25814,86,73,1
27834,58,89,1
26069,85,75,1
13152,96,102,0
27450,58,86,1
12857,57,100,0
26825,73,81,1
24807,103,65,1
14035,83,109,0
22907,123,50,1
14199,119,110,0
30565,101,110,1
23882,74,58,1
27704,56,88,1
25187,99,68,1
26942,62,82,1
25182,94,68,1
27064,56,83,1
23796,116,57,1
24304,112,61,1
23671,119,56,1
26943,63,82,1
24178,114,60,1
23159,119,52,1
23159,119,52,1
25438,94,70,1
25438,94,70,1
14143,63,110,0
25437,93,70,1
25060,100,67,1
24425,105,62,1
24568,120,63,1
26321,81,77,1
26446,78,78,1
27076,68,83,1
26946,66,82,1
25440,96,70,1
24181,117,60,1
14144,64,110,0
13926,102,108,0
25943,87,74,1
25311,95,69,1
26065,81,75,1
13028,100,101,0
23798,118,57,1
24808,104,65,1
26570,74,79,1
23414,118,54,1
13690,122,106,0
26944,64,82,1
26438,70,78,1
26575,79,79,1
23360,64,54,1
27579,59,87,1
24682,106,64,1
27833,57,89,1
25309,93,69,1
23548,124,55,1
26434,66,78,1
24428,108,62,1
26313,73,77,1
23229,61,53,1
26952,72,82,1
26448,80,78,1
26448,80,78,1
27587,67,87,1
24303,111,61,1
26324,84,77,1
14293,85,111,0
25315,99,69,1
27327,63,85,1
24931,99,66,1
13675,107,106,0
13675,107,106,0
24047,111,59,1
13676,108,106,0
24935,103,66,1
27331,67,85,1
26699,75,80,1
25563,91,71,1
27080,72,83,1
25184,96,68,1
23420,124,54,1
25316,100,69,1
24934,102,66,1
27578,58,87,1
23799,119,57,1
25693,93,72,1
24420,100,62,1
27204,68,84,1
12859,59,100,0
24054,118,59,1
9529,57,74,0
26193,81,76,1
24678,102,64,1
23291,123,53,1
25416,72,70,1
24180,116,60,1
23927,119,58,1
23544,120,55,1
23545,121,55,1
24175,111,60,1
23676,124,56,1
26435,67,78,1
24177,113,60,1
26442,74,78,1
27707,59,88,1
25188,100,68,1
24810,106,65,1
27706,58,88,1
23801,121,57,1
26088,104,75,1
13036,108,101,0
26953,73,82,1
8953,121,69,0
25815,87,73,1
23670,118,56,1
23670,118,56,1
26949,69,82,1
25810,82,73,1
25810,82,73,1
27194,58,84,1
25056,96,67,1
25312,96,69,1
23545,121,55,1
24683,107,64,1
27196,60,84,1
24041,105,59,1
26319,79,77,1
25938,82,74,1
25938,82,74,1
26070,86,75,1
25818,90,73,1
25694,94,72,1
25694,94,72,1
13643,75,106,0
27203,67,84,1
26306,66,77,1
27198,62,84,1
23541,117,55,1
26071,87,75,1
27073,65,83,1
26195,83,76,1
27834,58,89,1
27326,62,85,1
27235,99,84,1
26066,82,75,1
23230,62,53,1
26057,73,75,1
14270,62,111,0
25932,76,74,1
12346,58,96,0
26825,73,81,1
26825,73,81,1
27708,60,88,1
27705,57,88,1
27577,57,87,1
24807,103,65,1
24807,103,65,1
24429,109,62,1
28090,58,91,1
13420,108,104,0
27454,62,86,1
25944,88,74,1
27457,65,86,1
26702,78,80,1
26948,68,82,1
26220,108,76,1
25314,98,69,1
27576,56,87,1
26317,77,77,1
25440,96,70,1
24554,106,63,1
27582,62,87,1
14196,116,110,0
25565,93,71,1
25813,85,73,1
25943,87,74,1
26316,76,77,1
25055,95,67,1
24939,107,66,1
24812,108,65,1
24808,104,65,1
24052,116,59,1
13631,63,106,0
24055,119,59,1
24007,71,59,1
26576,80,79,1
25560,88,71,1
25435,91,70,1
13115,59,102,0
13115,59,102,0
27329,65,85,1
25062,102,67,1
26570,74,79,1
25942,86,74,1
26563,67,79,1
27833,57,89,1
23036,124,51,1
26827,75,81,1
24301,109,61,1
13762,66,107,0
25457,113,70,1
25820,92,73,1
14273,65,111,0
28344,56,93,1
24934,102,66,1
25947,91,74,1
24303,111,61,1
26449,81,78,1
24181,117,60,1
25563,91,71,1
26322,82,77,1
26197,85,76,1
26448,80,78,1
24424,104,62,1
25441,97,70,1
26687,63,80,1
26690,66,80,1
24053,117,59,1
24557,109,63,1
24550,102,63,1
25184,96,68,1
24054,118,59,1
24928,96,66,1
24928,96,66,1
26952,72,82,1
26944,64,82,1
13243,59,103,0
24051,115,59,1
25934,78,74,1
24932,100,66,1
25940,84,74,1
23547,123,55,1
25059,99,67,1
25442,98,70,1
25442,98,70,1
26684,60,80,1
27578,58,87,1
26313,73,77,1
23676,124,56,1
9840,112,76,0
23484,60,55,1
26193,81,76,1
13114,58,102,0
25178,90,68,1
29412,100,101,1
23923,115,58,1
25939,83,74,1
26821,69,81,1
25212,124,68,1
25692,92,72,1
24306,114,61,1
27202,66,84,1
23748,68,57,1
23748,68,57,1
23291,123,53,1
27961,57,90,1
26954,74,82,1
24430,110,62,1
27458,66,86,1
25577,105,71,1
27832,56,89,1
24180,116,60,1
27205,69,84,1
24559,111,63,1
26569,73,79,1
23673,121,56,1
24683,107,64,1
25687,87,72,1
25691,91,72,1
25691,91,72,1
23669,117,56,1
25814,86,73,1
25818,90,73,1
23544,120,55,1
24809,105,65,1
26445,77,78,1
25555,83,71,1
25306,90,69,1
25061,101,67,1
25337,121,69,1
26070,86,75,1
23926,118,58,1
26318,78,77,1
25278,62,69,1
27199,63,84,1
26314,74,77,1
27834,58,89,1
26582,86,79,1
25438,94,70,1
27325,61,85,1
13500,60,105,0
23282,114,53,1
23134,94,52,1
23384,88,54,1
27346,82,85,1
23674,122,56,1
23803,123,57,1
26071,87,75,1
19614,30,25,1
26825,73,81,1
24182,118,60,1
25314,98,69,1
26953,73,82,1
23519,95,55,1
25317,101,69,1
25440,96,70,1
25437,93,70,1
26447,79,78,1
24429,109,62,1
27454,62,86,1
23928,120,58,1
23928,120,58,1
25677,77,72,1
27071,63,83,1
23284,116,53,1
14271,63,111,0
25442,98,70,1
26947,67,82,1
27582,62,87,1
26946,66,82,1
26566,70,79,1
25565,93,71,1
27705,57,88,1
26943,63,82,1
24050,114,59,1
13689,121,106,0
27703,55,88,1
23930,122,58,1
25200,112,68,1
27579,59,87,1
24008,72,59,1
25466,122,70,1
26440,72,78,1
27960,56,90,1
27449,57,86,1
27080,72,83,1
24807,103,65,1
26829,77,81,1
26828,76,81,1
26072,88,75,1
27833,57,89,1
27200,64,84,1
23420,124,54,1
24554,106,63,1
13372,60,104,0
26312,72,77,1
13116,60,102,0
25311,95,69,1
26703,79,80,1
24181,117,60,1
26571,75,79,1
23635,83,56,1
24557,109,63,1
23901,93,58,1
24930,98,66,1
25689,89,72,1
26448,80,78,1
24051,115,59,1
28344,56,93,1
28344,56,93,1
26570,74,79,1
24007,71,59,1
24680,104,64,1
26577,81,79,1
24042,106,59,1
21283,35,38,1
23878,70,58,1
23880,72,58,1
28217,57,92,1
25945,89,74,1
26827,75,81,1
25184,96,68,1
24382,62,62,1
26576,80,79,1
25188,100,68,1
